appointmentId,inspectionStartTime,year,month,engineTransmission_battery_value,engineTransmission_engineoilLevelDipstick_value,engineTransmission_engineOil,engineTransmission_engine_value,engineTransmission_coolant_value,engineTransmission_engineMounting_value,engineTransmission_engineSound_value,engineTransmission_exhaustSmoke_value,engineTransmission_engineBlowByBackCompression_value,engineTransmission_clutch_value,engineTransmission_gearShifting_value,fuel_type,odometer_reading,rating_engineTransmission
aj_7318,2019-02-16 15:05:24,2015,1,1,1,1,1,1,0,0,0,1,1,1,Diesel,0.14054114054114053,4.0
aj_7319,2019-03-27 15:48:42,2012,1,1,1,1,1,0,1,0,0,1,1,1,Diesel,0.09388209388209388,4.0
aj_7320,2019-04-13 13:20:38,2006,3,0,1,0,0,0,0,0,0,0,0,0,Petrol,0.08393208393208393,4.0
aj_7321,2019-03-14 11:20:53,2004,8,1,1,0,0,0,0,0,1,1,0,0,Petrol,0.08652008652008653,3.0
aj_7322,2019-04-11 16:45:35,2015,7,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.006936006936006936,5.0
aj_7323,2019-03-23 10:27:00,2012,1,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.06053606053606054,4.0
aj_7324,2019-03-18 12:33:01,2009,4,1,1,0,0,0,0,0,1,1,0,0,Petrol,0.10811610811610811,3.5
aj_7325,2019-03-05 13:51:19,2011,7,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.031857031857031856,3.5
aj_7326,2019-03-01 16:59:41,2014,3,1,1,0,1,1,1,0,1,1,1,1,Petrol + CNG,0.07216007216007216,4.0
aj_7327,2019-03-10 16:07:25,2009,6,1,1,0,0,1,1,0,0,1,0,1,Petrol + CNG,0.13078813078813079,3.0
aj_7328,2019-03-01 12:45:40,2016,4,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.042068042068042065,4.0
aj_7329,2019-02-26 16:24:12,2015,1,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.04281904281904282,4.5
aj_7330,2019-02-03 16:44:54,2006,6,0,1,0,1,0,1,0,1,1,1,1,Petrol,0.04992104992104992,4.0
aj_7331,2019-01-21 12:51:00,2005,8,1,1,0,1,0,0,0,1,1,0,0,Petrol,0.18275618275618274,4.0
aj_7332,2019-01-27 14:00:08,2006,5,1,1,1,1,1,1,0,1,1,0,1,Petrol,0.03757503757503757,3.0
aj_7333,2019-01-10 14:38:59,2016,3,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.002232002232002232,5.0
aj_7334,2019-01-07 12:42:36,2010,3,1,1,1,0,1,0,1,1,1,1,1,Petrol + CNG,0.07348307348307348,4.0
aj_7335,2019-04-10 11:47:16,2005,8,1,1,0,1,0,1,0,1,1,1,1,Petrol,0.07473707473707474,4.0
aj_7336,2019-04-04 11:04:58,2011,3,1,1,0,1,0,0,0,1,1,0,0,Diesel,0.13597313597313598,3.0
aj_7337,2019-04-06 16:47:14,2007,3,1,1,0,0,0,0,0,0,1,0,0,Petrol + CNG,0.15515915515915515,3.5
aj_7338,2019-04-10 15:36:18,2009,3,1,1,0,1,0,0,0,1,1,0,1,Petrol + CNG,0.07203907203907203,4.0
aj_7339,2019-02-17 11:47:46,2009,2,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.13063013063013063,4.0
aj_7340,2019-02-10 18:55:41,2006,12,1,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.07603507603507603,3.5
aj_7341,2019-02-06 14:06:32,2012,3,1,1,0,1,0,0,0,1,1,1,1,Diesel,0.060567060567060564,4.0
aj_7342,2019-02-19 10:37:42,2011,9,1,1,0,0,1,0,0,0,1,0,0,Diesel,0.06562406562406563,3.5
aj_7343,2019-02-06 16:50:17,2016,10,1,1,1,1,1,1,1,1,1,0,1,Petrol,0.01086001086001086,4.5
aj_7344,2019-03-08 14:52:04,2009,5,1,1,0,1,1,0,0,0,1,1,1,Petrol,0.10376110376110376,4.5
aj_7345,2019-02-17 15:42:08,2007,6,0,1,0,0,0,1,0,1,1,0,1,Petrol,0.07279107279107279,3.0
aj_7346,2019-03-08 14:31:10,2005,8,1,1,0,0,1,1,0,1,1,1,1,Petrol,0.08722908722908723,4.0
aj_7347,2019-03-15 15:24:43,2008,10,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.09432909432909432,3.5
aj_7348,2019-03-16 13:28:08,2013,4,1,1,0,1,0,0,0,0,1,1,1,Petrol,0.02123902123902124,4.0
aj_7349,2019-03-23 16:32:35,2013,8,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.028194028194028196,5.0
aj_7350,2019-03-09 09:43:59,2008,6,0,1,0,0,0,0,0,0,0,0,0,Petrol + CNG,0.09438809438809438,3.5
aj_7351,2019-03-10 13:40:34,2011,4,0,1,0,1,0,0,0,1,1,0,1,Petrol,0.038842038842038844,4.0
aj_7352,2019-02-25 15:04:49,2012,2,1,1,1,1,1,0,0,1,1,1,0,Petrol + CNG,0.03264403264403264,4.0
aj_7353,2019-03-01 15:58:16,2014,4,1,1,1,1,1,0,0,1,1,1,1,Diesel,0.051777051777051775,4.0
aj_7354,2019-03-05 12:35:31,2014,1,1,1,0,1,1,0,0,1,1,0,1,Diesel,0.08825908825908826,3.5
aj_7355,2019-01-20 19:09:00,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol + CNG,0.08137708137708138,1.0
aj_7356,2019-01-27 10:46:32,2011,11,1,1,0,0,1,1,0,1,1,0,1,Diesel,0.12567612567612568,3.5
aj_7357,2019-01-23 13:15:37,2003,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.06434106434106435,1.0
aj_7358,2019-01-22 12:03:58,2012,4,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.1463161463161463,4.0
aj_7359,2019-01-10 13:12:33,2015,1,1,1,0,1,0,1,1,1,1,1,1,Petrol,0.04501604501604502,4.5
aj_7360,2019-01-08 10:01:26,2017,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.03254903254903255,4.0
aj_7361,2019-01-27 13:48:52,2012,1,1,1,0,1,0,0,0,0,1,0,0,Diesel,0.1062901062901063,3.5
aj_7362,2019-04-13 13:38:26,2011,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.034606034606034605,4.0
aj_7363,2019-03-31 14:57:35,2004,9,1,1,0,1,1,1,0,0,0,0,1,Petrol + CNG,0.17102717102717102,3.0
aj_7364,2019-04-07 16:14:33,2009,3,1,1,0,0,0,0,0,1,1,0,0,Petrol,0.05662905662905663,4.0
aj_7365,2019-04-07 16:00:28,2009,12,1,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.09853209853209853,4.0
aj_7366,2019-03-31 17:00:29,2010,3,0,1,0,0,0,1,0,1,0,1,1,Petrol + CNG,0.07290807290807291,2.5
aj_7367,2019-02-05 15:56:01,2013,1,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.09055309055309055,3.0
aj_7368,2019-02-20 16:58:23,2006,10,1,1,0,0,0,1,0,0,1,1,1,Petrol + CNG,0.12247412247412247,3.0
aj_7369,2019-02-02 14:01:26,2013,11,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.07242307242307243,4.0
aj_7370,2019-02-13 16:53:03,2012,1,0,0,0,0,0,1,0,1,0,1,1,Petrol + CNG,0.14774314774314776,3.0
aj_7371,2019-03-30 16:56:55,2004,7,0,1,1,0,0,1,0,1,1,1,1,Petrol + CNG,0.09895809895809896,3.0
aj_7372,2019-03-18 12:06:10,2015,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.0513950513950514,5.0
aj_7373,2019-03-18 15:46:41,2010,11,1,1,0,0,1,0,0,1,1,1,1,Petrol + CNG,0.03922203922203922,4.0
aj_7374,2019-03-16 13:09:35,2014,11,1,1,1,1,1,1,0,1,0,1,1,Diesel,0.050027050027050025,4.0
aj_7375,2019-02-26 12:04:06,2009,7,0,1,0,0,0,0,0,1,1,1,1,Diesel,0.13264113264113264,3.5
aj_7376,2019-03-08 10:06:47,2010,10,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.162980162980163,3.5
aj_7377,2019-03-10 11:18:24,2015,1,1,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.06749506749506749,4.0
aj_7378,2019-02-23 13:21:01,2011,6,1,1,0,1,1,0,0,1,1,1,1,Diesel,0.054375054375054375,4.0
aj_7379,2019-03-03 17:00:02,2012,4,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.08698308698308699,4.0
aj_7380,2019-03-04 11:37:10,2007,11,0,1,0,1,0,1,0,1,1,0,1,Petrol,0.049833049833049835,4.0
aj_7381,2019-03-04 13:31:56,2018,9,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.003771003771003771,5.0
aj_7382,2019-01-27 09:54:29,2010,7,1,1,0,1,0,0,0,1,1,0,1,Petrol,0.11223711223711223,3.0
aj_7383,2019-01-27 13:05:19,2006,3,1,1,0,0,0,0,0,0,1,0,0,Petrol,0.07758707758707759,3.0
aj_7384,2019-01-29 11:24:46,2012,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.04827304827304827,4.0
aj_7385,2019-01-27 10:51:51,2009,2,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.012783012783012783,5.0
aj_7386,2019-01-15 12:40:00,2013,1,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.15397715397715397,4.0
aj_7387,2019-01-17 11:41:21,2011,4,1,1,0,1,0,1,1,0,1,1,1,Diesel,0.18152118152118152,4.0
aj_7388,2019-01-14 16:08:10,2011,3,1,1,1,1,1,0,0,1,1,1,1,Petrol,0.07304107304107305,4.0
aj_7389,2019-04-12 10:42:27,2014,2,1,1,0,1,1,0,0,1,1,0,1,Petrol + CNG,0.09527909527909528,4.0
aj_7390,2019-04-04 16:12:38,2010,1,1,1,0,0,0,1,0,0,1,0,0,Petrol + CNG,0.10080910080910081,3.0
aj_7391,2019-04-07 20:20:24,2003,1,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.05483705483705484,4.0
aj_7392,2019-04-10 18:03:45,2012,10,1,1,0,0,0,0,0,0,1,1,1,Petrol + CNG,0.13747713747713747,3.5
aj_7393,2019-01-04 17:47:20,2006,10,1,1,0,1,0,1,1,0,1,1,1,Petrol,0.07402207402207402,4.0
aj_7394,2019-01-12 10:40:15,2007,12,1,1,0,1,1,0,0,1,1,0,1,Petrol,0.05896705896705897,4.0
aj_7395,2019-01-06 10:14:38,2005,6,1,1,0,0,0,0,0,1,1,1,1,Petrol,0.07968407968407969,3.5
aj_7396,2019-01-16 12:58:37,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.09165209165209165,1.0
aj_7397,2019-01-07 15:46:11,2011,5,1,1,0,1,0,1,1,0,1,1,1,Petrol,0.04410804410804411,4.0
aj_7398,2019-03-18 17:16:07,2006,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.084004084004084,1.0
aj_7399,2019-02-19 10:19:36,2006,7,1,1,0,0,0,0,0,0,1,1,0,Petrol + CNG,0.19112319112319112,3.0
aj_7400,2019-02-03 16:32:41,2005,3,1,1,0,0,1,1,0,1,1,0,1,Petrol + CNG,0.12803312803312802,4.0
aj_7401,2019-02-22 18:21:02,2010,1,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.06943706943706944,4.0
aj_7402,2019-02-06 14:35:41,2016,12,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.03418003418003418,5.0
aj_7403,2019-03-24 10:33:51,2011,6,1,1,0,1,1,0,0,0,1,0,0,Diesel,0.05725205725205725,3.0
aj_7404,2019-03-24 17:34:25,2005,10,1,1,0,0,1,1,0,0,1,0,1,Petrol,0.06684406684406684,3.0
aj_7405,2019-03-28 16:57:40,2005,3,1,1,0,0,0,1,0,1,1,0,1,Petrol,0.08154908154908155,2.0
aj_7406,2019-03-27 15:25:09,2013,10,1,1,0,1,0,1,0,1,1,0,0,Petrol,0.09182109182109183,4.0
aj_7407,2019-03-16 13:54:31,2013,4,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.0769070769070769,4.5
aj_7408,2019-03-25 17:38:43,2015,11,1,1,0,0,0,0,1,1,1,0,1,Petrol,0.051107051107051105,3.5
aj_7409,2019-04-01 13:26:23,2009,7,1,1,0,0,0,1,0,1,1,0,1,Petrol + CNG,0.08851008851008851,3.0
aj_7410,2019-03-15 12:14:08,2015,1,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.02709002709002709,4.0
aj_7411,2019-03-11 15:50:22,2009,12,0,1,0,0,0,1,0,1,1,0,0,Petrol + CNG,0.1254891254891255,3.0
aj_7412,2019-03-10 17:16:02,2013,4,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.05668405668405668,3.5
aj_7413,2019-03-06 15:55:48,2015,8,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.07324107324107323,3.5
aj_7414,2019-03-05 14:31:04,2011,6,0,1,0,0,1,1,0,0,1,0,1,Petrol,0.1002981002981003,3.5
aj_7415,2019-02-23 14:47:20,2011,3,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.1152081152081152,3.0
aj_7416,2019-01-15 17:27:19,2004,1,1,1,1,0,1,1,1,1,1,1,1,Petrol + CNG,0.993995993995994,1.0
aj_7417,2019-01-12 17:12:40,2015,8,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.04656904656904657,4.0
aj_7418,2019-01-29 15:41:54,2018,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.001405001405001405,5.0
aj_7419,2019-01-10 11:20:24,2009,1,1,1,0,1,0,0,0,0,1,1,1,Diesel,0.11684711684711685,3.0
aj_7420,2019-04-07 13:07:30,2014,9,1,1,0,1,0,0,0,1,1,1,1,Diesel,0.11961611961611962,3.5
aj_7421,2019-04-05 17:16:41,2012,6,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.04733804733804734,4.0
aj_7422,2019-04-15 12:16:59,2011,1,1,1,0,0,0,0,1,1,1,1,1,Petrol + CNG,0.18156718156718157,4.0
aj_7423,2019-04-02 11:11:10,2011,5,1,1,0,0,0,1,0,1,1,0,1,Petrol,0.11514911514911515,3.5
aj_7424,2019-04-04 13:20:12,2012,3,1,1,0,1,1,1,0,1,1,0,0,Diesel,0.10747210747210748,3.5
aj_7425,2019-04-05 16:44:47,2009,12,0,1,0,0,0,0,0,0,1,0,1,Petrol,0.08493708493708493,3.5
aj_7426,2019-04-05 15:48:53,2010,8,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.04002504002504002,4.0
aj_7427,2019-04-08 18:39:30,2011,1,1,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.1247081247081247,4.0
aj_7428,2019-01-07 13:55:52,2013,2,1,1,0,1,0,1,0,1,1,0,0,Diesel,0.25796825796825795,3.0
aj_7429,2019-01-05 12:04:11,2009,9,1,1,0,1,1,0,1,0,1,0,1,Diesel,0.12805512805512806,3.5
aj_7430,2019-01-05 13:19:32,2005,9,0,0,0,0,0,1,0,0,0,0,1,Petrol,0.12995612995612996,3.0
aj_7431,2019-01-09 15:57:46,2010,8,1,1,0,0,0,0,0,1,1,1,1,Diesel,0.09037109037109037,4.0
aj_7432,2019-01-06 16:01:13,2008,7,1,1,0,0,0,0,0,1,1,0,0,Petrol,0.09563009563009563,3.0
aj_7433,2019-01-16 15:48:19,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.05314805314805315,1.0
aj_7434,2019-01-07 10:08:02,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol + CNG,0.1011031011031011,1.0
aj_7435,2019-02-10 16:52:00,2012,1,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.06596506596506596,4.0
aj_7436,2019-03-02 10:28:05,2010,1,1,1,0,0,1,1,0,0,1,0,1,Petrol,0.06633506633506633,4.0
aj_7437,2019-03-12 14:14:44,2012,3,1,1,1,1,1,1,1,0,1,0,1,Diesel,0.11461111461111462,4.5
aj_7438,2019-02-15 12:31:47,2016,8,1,1,1,1,1,0,1,1,1,1,1,Diesel,0.03222503222503222,3.5
aj_7439,2019-03-28 14:34:28,2007,6,1,1,1,1,1,1,0,1,1,0,1,Petrol,0.061482061482061486,4.0
aj_7440,2019-03-14 11:44:14,2007,3,0,1,0,0,0,1,0,0,1,0,0,Petrol + CNG,0.041485041485041486,3.5
aj_7441,2019-03-19 13:40:48,2006,10,0,1,0,0,0,1,0,0,1,0,1,Petrol + CNG,0.20126120126120126,3.0
aj_7442,2019-03-30 13:30:13,2005,1,0,1,0,0,0,0,0,0,0,0,0,Petrol + CNG,0.1307051307051307,3.0
aj_7443,2019-02-22 13:24:47,2013,7,0,1,0,1,1,1,0,1,1,0,1,Petrol,0.03691703691703692,3.5
aj_7444,2019-02-26 15:12:26,2010,8,1,1,0,0,1,0,0,0,0,0,1,Petrol + CNG,0.06735906735906735,3.5
aj_7445,2019-03-24 17:33:07,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol + CNG,0.0982060982060982,1.0
aj_7446,2019-03-09 12:58:22,2012,1,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.02108102108102108,4.0
aj_7447,2019-01-08 11:37:10,2013,11,1,1,0,1,0,1,1,1,1,0,1,Diesel,0.06421806421806422,4.0
aj_7448,2019-01-23 18:25:17,2013,3,1,1,1,1,1,1,1,1,1,0,1,Diesel,0.0414020414020414,4.0
aj_7449,2019-01-13 18:36:34,2011,11,1,1,0,0,0,1,0,1,1,1,0,Diesel,0.18822518822518822,3.5
aj_7450,2019-04-13 13:48:18,2016,4,1,1,1,1,1,0,1,1,1,1,1,Petrol,0.035027035027035025,4.0
aj_7451,2019-03-31 10:38:30,2013,7,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.0489010489010489,4.0
aj_7452,2019-04-03 14:07:52,2010,2,1,1,0,1,1,0,1,1,1,0,0,Petrol,0.05392405392405392,3.5
aj_7453,2019-04-07 17:18:35,2011,9,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.27545727545727544,4.0
aj_7454,2019-01-03 15:49:05,2016,8,1,1,1,1,1,1,1,1,1,0,1,Diesel,0.04887804887804888,3.0
aj_7455,2019-01-02 15:01:41,2011,6,1,1,0,1,0,1,0,1,1,1,1,Petrol,0.05757105757105757,4.5
aj_7456,2019-01-02 16:04:06,2012,3,1,1,1,0,0,1,1,1,1,1,0,Petrol + CNG,0.05967405967405967,4.0
aj_7457,2019-01-03 14:27:09,2015,5,1,1,0,0,0,0,0,1,1,1,1,Petrol + CNG,0.08698908698908699,3.5
aj_7458,2019-01-06 16:25:35,2013,6,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.10683510683510683,4.0
aj_7459,2019-02-19 14:49:10,2017,3,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.017896017896017895,5.0
aj_7460,2019-02-14 14:47:02,2007,5,1,1,0,1,0,0,0,0,1,0,0,Petrol + CNG,0.06758606758606758,3.0
aj_7461,2019-02-18 13:25:25,2017,1,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.0184010184010184,4.5
aj_7462,2019-02-16 15:54:14,2008,3,1,1,1,1,1,0,0,0,1,1,1,Petrol,0.04450904450904451,4.0
aj_7463,2019-03-16 13:05:59,2000,10,1,1,1,1,1,1,1,1,1,0,1,Petrol,0.09372809372809372,1.0
aj_7464,2019-03-22 18:00:29,2009,5,1,1,0,0,0,0,0,1,1,0,0,Petrol + CNG,0.092007092007092,3.0
aj_7465,2019-03-29 16:25:51,2014,8,0,1,1,1,0,1,0,1,0,1,0,Petrol + CNG,0.09736009736009736,3.0
aj_7466,2019-03-24 19:34:28,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.0850910850910851,1.0
aj_7467,2019-03-27 10:06:12,2007,6,1,1,0,1,0,0,0,1,1,1,1,Petrol,0.10572210572210572,4.0
aj_7468,2019-03-16 11:08:49,2018,3,1,1,1,1,0,1,0,1,1,0,1,Petrol + CNG,0.013806013806013807,4.0
aj_7469,2019-02-27 15:20:10,2003,1,1,1,1,1,1,1,1,0,0,1,1,Petrol,0.12382712382712383,1.0
aj_7470,2019-02-25 13:25:44,2013,1,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.10328010328010329,3.5
aj_7471,2019-03-03 14:09:38,2012,5,1,1,0,1,1,0,0,0,1,1,1,Diesel,0.0431040431040431,4.0
aj_7472,2019-02-23 17:25:07,2012,2,0,1,0,1,1,0,0,1,1,1,1,Diesel,0.09857709857709858,4.0
aj_7473,2019-02-22 11:24:07,2004,12,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.08296208296208296,4.0
aj_7474,2019-01-09 15:40:28,2009,3,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.1371951371951372,4.0
aj_7475,2019-01-19 14:04:21,2009,2,1,1,0,0,0,1,0,1,1,1,1,Petrol,0.11676311676311676,4.0
aj_7476,2019-01-14 16:56:27,2007,7,1,1,0,0,0,1,0,0,0,0,0,Petrol + CNG,0.08979908979908979,3.0
aj_7477,2019-01-27 11:47:00,2011,12,0,1,0,0,0,0,0,0,1,0,0,Petrol,0.026483026483026483,2.5
aj_7478,2019-01-18 12:40:37,2005,3,1,1,1,1,1,1,0,0,1,0,1,Petrol,0.10459610459610459,3.0
aj_7479,2019-02-14 12:26:14,2011,3,0,1,0,1,0,0,0,1,1,0,1,Petrol,0.11887311887311887,4.0
aj_7480,2019-01-14 10:39:08,2005,11,0,1,0,0,1,1,0,0,1,1,1,Petrol + CNG,0.1635181635181635,3.0
aj_7481,2019-04-07 18:07:26,2007,9,1,1,0,0,1,0,0,1,1,1,1,Petrol,0.05937905937905938,3.5
aj_7482,2019-04-08 15:45:24,2010,5,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.12512412512412513,4.0
aj_7483,2019-04-05 13:45:16,2012,4,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.03543203543203543,4.0
aj_7484,2019-03-31 11:48:36,2004,12,1,1,0,1,0,0,0,0,1,1,1,Petrol,0.08362608362608362,3.0
aj_7485,2019-04-13 12:14:41,2012,1,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.08511908511908511,4.0
aj_7486,2019-01-19 17:12:07,2013,10,1,1,0,1,1,1,0,1,1,1,0,Diesel,0.10973710973710973,4.0
aj_7487,2019-02-17 10:49:52,2014,1,1,1,1,1,1,1,1,1,1,0,1,Petrol,0.027562027562027563,4.0
aj_7488,2019-02-14 16:06:14,2011,5,1,1,0,1,0,0,0,0,0,0,0,Petrol,0.09604209604209604,3.0
aj_7489,2019-02-20 15:15:58,2009,6,1,1,0,1,0,1,0,1,1,0,1,Diesel,0.07612607612607612,4.0
aj_7490,2019-02-03 12:24:09,2012,2,1,1,0,0,0,0,0,0,1,0,0,Diesel,0.13071513071513072,3.0
aj_7491,2019-02-14 14:17:23,2014,7,1,1,0,1,0,1,1,1,1,1,1,Diesel,0.09361409361409362,4.0
aj_7492,2019-02-20 15:57:03,2013,5,1,1,0,1,0,0,0,0,0,0,0,Diesel,0.08583208583208583,3.0
aj_7493,2019-02-12 15:08:35,2009,5,1,1,0,0,1,1,0,1,1,1,1,Diesel,0.28394428394428395,3.5
aj_7494,2019-02-10 12:55:08,2014,5,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.06313806313806314,4.5
aj_7495,2019-02-14 15:44:07,2012,4,1,1,0,0,0,1,1,1,1,1,1,Diesel,0.05214505214505215,4.0
aj_7496,2019-02-12 13:53:28,2010,1,1,1,0,0,0,1,0,1,1,1,1,Petrol + CNG,0.13338813338813338,3.5
aj_7497,2019-03-26 14:00:05,2011,6,1,1,0,0,0,1,0,0,1,1,1,Petrol,0.10036810036810037,4.0
aj_7498,2019-03-25 14:16:01,2011,2,0,1,1,1,1,1,0,1,1,0,0,Petrol,0.03706403706403706,3.0
aj_7499,2019-03-24 14:55:51,2007,8,1,1,0,1,1,0,0,1,1,0,1,Diesel,0.12366312366312367,1.0
aj_7500,2019-03-22 17:37:15,2008,12,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.037936037936037934,3.5
aj_7501,2019-02-26 15:00:44,2007,3,1,1,0,0,1,1,0,1,1,0,1,Petrol + CNG,0.12004612004612004,3.5
aj_7502,2019-03-11 12:00:33,2010,3,1,1,0,0,1,0,0,1,1,1,1,Diesel,0.0780930780930781,4.0
aj_7503,2019-02-07 12:12:53,2005,11,0,1,0,1,1,1,0,1,1,0,1,Petrol,0.053356053356053354,3.0
aj_7504,2019-01-13 14:14:28,2013,6,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.02583902583902584,5.0
aj_7505,2019-01-13 18:38:12,2005,4,0,1,0,1,0,1,0,1,1,0,1,Petrol,0.04025804025804026,4.0
aj_7506,2019-01-25 17:56:03,2014,10,1,1,0,1,1,0,0,1,1,1,1,Diesel,0.04995104995104995,3.5
aj_7507,2019-01-09 16:05:30,2002,7,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.19303619303619304,1.0
aj_7508,2019-01-13 10:23:55,2005,1,0,1,0,0,0,0,0,0,1,0,0,Petrol,0.12711012711012712,1.0
aj_7509,2019-03-31 11:18:40,2011,10,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.11284511284511284,3.5
aj_7510,2019-04-12 15:45:14,2017,1,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.014374014374014374,4.5
aj_7511,2019-04-01 18:50:55,2007,7,1,1,0,0,0,1,0,0,1,1,0,Petrol + CNG,0.07245107245107245,3.5
aj_7512,2019-04-14 15:09:01,2005,3,1,1,0,1,0,1,0,1,1,1,0,Petrol + CNG,0.13543413543413543,3.0
aj_7513,2019-03-30 13:21:17,2013,1,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.08372808372808373,3.5
aj_7514,2019-04-09 14:38:20,2015,4,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.029653029653029652,5.0
aj_7515,2019-01-04 12:36:31,2008,5,1,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.15073215073215074,3.0
aj_7516,2019-02-11 16:23:20,2016,4,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.016196016196016197,4.5
aj_7517,2019-03-28 16:58:17,2009,4,1,1,1,0,0,1,0,0,1,0,1,Petrol,0.06598006598006598,3.0
aj_7518,2019-03-30 12:43:52,2012,1,1,1,1,0,1,1,0,0,1,0,1,Petrol + CNG,0.08174108174108174,3.5
aj_7519,2019-04-14 17:27:34,2011,5,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.0325000325000325,4.5
aj_7520,2019-04-03 11:47:13,2005,5,0,1,0,1,0,1,0,1,0,0,1,Petrol,0.0245010245010245,3.0
aj_7521,2019-02-24 13:32:23,2006,6,1,1,0,0,0,0,0,1,1,0,0,Petrol,0.06572706572706573,3.5
aj_7522,2019-03-12 13:55:29,2010,1,0,1,1,1,1,1,0,1,1,1,1,Petrol,0.066993066993067,4.0
aj_7523,2019-03-06 17:54:22,2006,1,0,1,0,0,0,0,0,1,1,0,0,Petrol + CNG,0.08866608866608866,3.5
aj_7524,2019-02-24 13:35:22,2010,5,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.005579005579005579,4.0
aj_7525,2019-03-25 13:47:20,2012,10,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.03860803860803861,5.0
aj_7526,2019-03-13 12:54:09,2015,5,1,1,1,1,0,1,0,1,1,0,1,Diesel,0.031572031572031575,4.0
aj_7527,2019-02-24 16:32:05,2013,3,1,1,1,1,0,1,0,1,1,1,1,Diesel,0.07745807745807745,4.5
aj_7528,2019-03-07 13:07:34,2008,3,0,1,0,1,1,1,0,0,1,0,1,Petrol,0.08799608799608799,4.0
aj_7529,2019-03-10 16:11:03,2007,3,1,1,0,1,1,1,0,0,1,0,1,Petrol + CNG,0.05054605054605055,3.5
